experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp2	pl1	0.0151
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp2	pl2	0.0049
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp2	pl3	0.0066
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp2	pl4	
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp3	pl1	0.1039
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp3	pl2	0.0165
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp3	pl3	0.0495
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp3	pl4	0.032
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp4	pl1	0.086
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp4	pl2	0.0386
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp4	pl3	0.0511
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp4	pl4	
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp5	pl1	0.0593
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp5	pl2	0.0179
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp5	pl3	0.0139
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp5	pl4	0.0075
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp6	pl1	0.0183
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp6	pl2	0.022
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp6	pl3	0.021
FP_gluco	bio3	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio3	fp6	pl4	0.0023
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp1	pl1	0.0323
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp1	pl2	0.0182
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp1	pl3	0.0117
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp1	pl4	0.0128
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp2	pl1	0.0225
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp2	pl2	0.0538
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp2	pl3	0.0207
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp2	pl4	0.0287
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp3	pl1	0.0399
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp3	pl2	0.0228
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp3	pl3	0.0169
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp3	pl4	0.0297
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp4	pl1	0.0065
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp4	pl2	0.0063
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp4	pl3	0.0129
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp4	pl4	
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp5	pl1	0.0401
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp5	pl2	0.0128
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp5	pl3	
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp5	pl4	
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp6	pl1	0.0325
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp6	pl2	0.0339
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp6	pl3	0.0186
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio3	fp6	pl4	
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp1	pl1	0.0323
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp1	pl2	0.0205
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp1	pl3	0.0301
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp1	pl4	0.023
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp2	pl1	0.013
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp2	pl2	0.0173
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp2	pl3	0.0175
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp2	pl4	0.0129
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp3	pl1	0.0189
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp3	pl2	0.0305
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp3	pl3	0.0176
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp3	pl4	0.0312
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp4	pl1	0.0212
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp4	pl2	0.0126
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp4	pl3	0.056
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp4	pl4	0.0206
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp5	pl1	0.04
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp5	pl2	0.0581
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp5	pl3	0.0134
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp5	pl4	
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp6	pl1	0.0334
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp6	pl2	0.0221
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp6	pl3	0.0412
FP_gluco	bio3	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio3	fp6	pl4	
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp1	pl1	0.0205
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp1	pl2	0.0153
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp1	pl3	0.0262
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp1	pl4	0.0192
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp2	pl1	0.0243
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp2	pl2	0.0229
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp2	pl3	0.0282
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp2	pl4	0.0362
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp3	pl1	0.023
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp3	pl2	0.0342
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp3	pl3	0.0271
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp3	pl4	0.0205
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp4	pl1	0.0317
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp4	pl2	0.014
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp4	pl3	0.0285
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp4	pl4	0.0222
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp5	pl1	0.0222
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp5	pl2	0.0274
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp5	pl3	0.0277
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp5	pl4	0.0213
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp6	pl1	0.0202
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp6	pl2	0.0195
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp6	pl3	0.0211
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio3	fp6	pl4	0.0404
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp1	pl1	0.0066
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp1	pl2	0.0028
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp1	pl3	0.0194
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp1	pl4	
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp2	pl1	0.0156
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp2	pl2	0.0138
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp2	pl3	0.0074
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp2	pl4	
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp3	pl1	0.09
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp3	pl2	0.0156
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp3	pl3	0.0238
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp3	pl4	0.0179
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp4	pl1	0.0127
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp4	pl2	0.0101
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp4	pl3	
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp4	pl4	
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp5	pl1	0.0462
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp5	pl2	0.0547
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp5	pl3	0.0176
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp5	pl4	0.0082
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp6	pl1	0.0545
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp6	pl2	0.0179
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp6	pl3	0.0046
FP_gluco	bio3	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio3	fp6	pl4	
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp1	pl1	0.0098
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp1	pl2	0.028
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp1	pl3	0.0244
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp1	pl4	
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp2	pl1	0.0076
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp2	pl2	0.0143
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp2	pl3	0.0086
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp2	pl4	0.0176
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp3	pl1	0.0177
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp3	pl2	0.0212
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp3	pl3	0.0168
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp3	pl4	0.0108
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp4	pl1	0.0165
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp4	pl2	0.0189
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp4	pl3	0.0254
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp4	pl4	0.027
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp5	pl1	0.0316
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp5	pl2	0.0284
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp5	pl3	0.0204
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp5	pl4	0.0274
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp6	pl1	0.0214
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp6	pl2	0.0262
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp6	pl3	0.0198
FP_gluco	bio3	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio3	fp6	pl4	0.0125
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp1	pl1	0.0254
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp1	pl2	0.0234
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp1	pl3	0.0235
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp1	pl4	0.0476
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp2	pl1	0.0214
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp2	pl2	0.012
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp2	pl3	0.0162
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp2	pl4	0.0314
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp3	pl1	0.0227
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp3	pl2	0.041
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp3	pl3	0.02
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp3	pl4	0.0247
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp4	pl1	0.018
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp4	pl2	0.0451
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp4	pl3	0.0253
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp4	pl4	0.0409
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp5	pl1	0.0226
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp5	pl2	0.014
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp5	pl3	0.0132
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp5	pl4	0.0383
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp6	pl1	0.0121
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp6	pl2	0.0353
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp6	pl3	0.0547
FP_gluco	bio3	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio3	fp6	pl4	0.0028
